number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:00.475157,0.03288614955788847,0.054824650319276,4,0.09200146215376633,0.32772998429137246,209
1,0 days 00:00:00.737507,0.1322878472896778,0.3652528694153154,2,2.999416431561216,0.06758674135505693,400
2,0 days 00:00:01.624905,0.14031853996709612,0.023396170524747514,2,3.4703611067014246,0.008488260596908758,881
3,0 days 00:00:00.608895,0.006175479928868141,0.24420885880705787,3,0.0075948497915091315,0.059985076155043476,334
4,0 days 00:00:01.204361,0.005557794497399287,0.13971308892462464,5,0.15123643147167895,0.022106332182588017,558
5,0 days 00:00:01.725684,0.005170493925269159,0.053394518597482614,4,3.683240396811181,0.28913670646005585,971
6,0 days 00:00:00.983051,0.14350445928282596,0.029662232524224705,5,0.036078375779650174,0.021665857059264423,298
7,0 days 00:00:01.010802,0.09129836352828721,0.17999158822257647,5,0.00790573770046099,0.10809497985882116,482
8,0 days 00:00:01.147349,0.025762293495931787,0.013699708673534289,5,42.788730413549615,0.06072169870007109,580
9,0 days 00:00:01.270544,0.4428463207703955,0.16959534661019168,5,0.0011702456415245744,0.018914007070541573,535
10,0 days 00:00:02.137351,0.005735206919734815,0.03374845831810796,5,0.011433720092669106,0.03154000542633079,928
11,0 days 00:00:00.614726,0.4081263385125286,0.0827603542547065,5,0.4947491099716244,0.09178639165970948,240
12,0 days 00:00:01.609814,0.04275761692192439,0.1272538314892095,2,68.70731999397836,0.051379038487084486,940
13,0 days 00:00:01.196089,0.07250176873671178,0.20056580709959201,3,0.4616868217001576,0.07075840295326205,712
14,0 days 00:00:01.168243,0.0975544470157836,0.045238703237354086,5,1.5482558288270323,0.05782364289907821,528
15,0 days 00:00:00.773799,0.013948008828846245,0.09920686788878502,5,0.15327496595940154,0.11655632855794885,392
16,0 days 00:00:00.923772,0.06374578546862311,0.015425975003617663,6,39.989316301406326,0.018089844490829843,291
17,0 days 00:00:00.782823,0.4197749427299389,0.010422810793293345,2,1.316235580095845,0.4254278238342488,405
18,0 days 00:00:00.538103,0.49817967468800334,0.32579233848769146,3,0.08429951352424808,0.366316801272353,255
19,0 days 00:00:00.487621,0.02574934331112095,0.24809962987630393,3,0.002284333518904652,0.3616815580960481,253
20,0 days 00:00:00.710965,0.03907843563135714,0.279089487431988,5,9.655126416234499,0.09571530862764968,353
21,0 days 00:00:00.815127,0.4295176869592924,0.041324196406289364,5,0.001065305303338096,0.17884192771577742,311
22,0 days 00:00:01.608079,0.007163408413949301,0.18486945428818516,2,2.7130022196710897,0.09361578912790938,991
23,0 days 00:00:00.530029,0.02701585682372393,0.27116567626944243,5,36.89442891088619,0.12348590089583514,276
24,0 days 00:00:01.761215,0.006407789149630149,0.15609392157715302,6,0.009648503292640874,0.19835440813601915,967
25,0 days 00:00:01.885709,0.3438825204997789,0.16464956004611786,6,0.2618976062065582,0.011266980097571072,718
26,0 days 00:00:00.594044,0.1479145006166502,0.2143925006681906,5,0.08484583973204722,0.43689269769387346,288
27,0 days 00:00:01.597508,0.20002644957588958,0.06572431950766183,6,12.696128533139397,0.11848778891246514,884
28,0 days 00:00:00.986152,0.006364789981972488,0.09864675659995727,2,0.029619794750769392,0.31775737843917895,558
29,0 days 00:00:00.509374,0.04740631306445745,0.03851577687656475,4,0.4700674083120325,0.1404873213925721,205
30,0 days 00:00:00.493656,0.016242338642276737,0.03838218842797674,2,0.10612196801843442,0.012318223503149525,276
31,0 days 00:00:01.149865,0.33145187033518553,0.33474361585132806,5,0.004207094230668653,0.03441556132432945,508
32,0 days 00:00:01.885575,0.4580667894925308,0.09104027351450163,6,1.2711822271381252,0.007601664234905374,764
33,0 days 00:00:01.622776,0.044516133895206755,0.01559199439585726,3,4.630554945059511,0.060737076627098804,908
34,0 days 00:00:01.687909,0.035324491305115946,0.2730638957969248,3,0.003663880700309059,0.05861218130578188,984
35,0 days 00:00:01.796827,0.01472549180881139,0.029324298103838253,6,0.322075251581979,0.050123907740923505,823
36,0 days 00:00:00.658717,0.48245511317596745,0.014965264147405436,4,0.0014676338283470896,0.2202697553726462,292
37,0 days 00:00:01.729375,0.08908513142535214,0.013914198150725728,4,0.06769985684883134,0.010713625492311262,841
38,0 days 00:00:00.800899,0.08906895640539064,0.03597571830517603,4,11.491388776370284,0.009453301231327479,415
39,0 days 00:00:00.415418,0.04107997946929802,0.17874898705435938,2,44.873210786373974,0.06195124477163826,244
40,0 days 00:00:00.476895,0.17142748453789594,0.05153878163965557,4,1.0873705741241166,0.49012899092306156,235
41,0 days 00:00:00.733165,0.07066302697678636,0.04431991070995953,5,7.614973709728994,0.045302453295148745,310
42,0 days 00:00:01.445283,0.007953880066233968,0.02796689321375449,6,0.014489345749319808,0.026375267782229116,353
43,0 days 00:00:00.735857,0.05129629500611006,0.46566766216788413,6,0.22725368829412265,0.008511663481822692,320
44,0 days 00:00:01.422225,0.008618709878395964,0.016191181029487484,4,0.38343660799483953,0.04245713754904549,698
45,0 days 00:00:00.617214,0.01687413295596328,0.04450345800625752,3,0.005120782130812735,0.3922718720030183,358
46,0 days 00:00:00.877707,0.011553566913246447,0.2148797444782145,6,0.005368672998997136,0.07784595373721137,361
47,0 days 00:00:00.667020,0.02598391595498346,0.2821059287371994,6,33.18647591551352,0.4507255727327781,378
48,0 days 00:00:00.984194,0.005564719243089071,0.10837939340220278,4,0.0014388887402076158,0.4189095806034959,499
49,0 days 00:00:00.748607,0.007950202074694117,0.010627773777924992,4,0.004773961915622455,0.20069237197809864,357
50,0 days 00:00:01.273085,0.013468994104450616,0.026367589398830445,6,0.10832582402477704,0.012154340809188665,214
51,0 days 00:00:01.818799,0.011509417583528109,0.03969438943884569,6,0.0243831723916196,0.3071249048373127,941
52,0 days 00:00:00.965272,0.3980540769519612,0.010217909990615384,4,0.0020264116805174177,0.20871397552493548,421
53,0 days 00:00:01.902484,0.14933826243387927,0.01598652125034518,6,0.5525415296635399,0.17502253926950065,905
54,0 days 00:00:01.583288,0.02311155069319224,0.3393353373887795,6,27.925556646830255,0.4574879765449079,828
55,0 days 00:00:00.521959,0.06578260575258808,0.19106314087814216,5,12.7699149486544,0.13712733994062612,254
56,0 days 00:00:00.936961,0.07114758432492035,0.2978474201645762,6,1.0054378172647338,0.021143056376365793,369
57,0 days 00:00:00.557205,0.03347828777260834,0.013610774740586537,3,24.060779396324524,0.15713808141518787,300
58,0 days 00:00:01.390300,0.005407912904118021,0.30977566533794937,3,0.0013550229738871363,0.08845162285672602,925
59,0 days 00:00:00.805433,0.009039789012105368,0.20138454988818272,5,0.7536402283705903,0.4582499752907861,426
60,0 days 00:00:01.793236,0.031973258123991655,0.028892741414652794,5,0.0013276164964606263,0.007882462405185019,542
61,0 days 00:00:00.920028,0.0351616816831069,0.07387862647621518,4,0.0012167562626557425,0.1935471454803973,491
62,0 days 00:00:01.803753,0.30506546088956155,0.10259955116420555,4,0.014275115222689969,0.025683560915769628,915
63,0 days 00:00:00.781572,0.1269545556392871,0.1376308706589167,6,10.087941205771678,0.043883184597558494,367
64,0 days 00:00:00.801518,0.038473914508847705,0.028316529483500365,5,0.05823809642134451,0.08919402425788084,267
65,0 days 00:00:01.950856,0.021048058149215797,0.027679046708742508,5,1.4761332599181516,0.010174792464031248,930
66,0 days 00:00:00.882085,0.009067976671907872,0.017156238623764412,2,0.0043341402828826784,0.2731406474742051,514
67,0 days 00:00:00.467458,0.017982727445361456,0.07958817917851531,6,30.48258955003118,0.41224153987441503,234
68,0 days 00:00:00.488089,0.04190334831794965,0.34067573222834124,3,0.03690647896861416,0.26047513538333855,271
69,0 days 00:00:01.277556,0.0857214212279487,0.23583459530616807,6,0.009842008831949788,0.010082643604615136,399
70,0 days 00:00:01.034958,0.48504322853809406,0.09707210974009173,2,1.047453293860883,0.2742665454343444,580
71,0 days 00:00:00.904277,0.04686738887073579,0.11970148566555425,2,62.8480636618103,0.056049585322050406,508
72,0 days 00:00:01.681049,0.28586335035142585,0.037583309856970545,3,0.0077683615725142735,0.08507791071642375,957
73,0 days 00:00:01.106536,0.08480920602519434,0.17110846614660324,3,0.14654441758816655,0.021128901502920603,576
74,0 days 00:00:00.666217,0.056443408009291395,0.19334848874837418,3,18.503192485737035,0.46949192856354044,354
75,0 days 00:00:00.446492,0.019289586086192738,0.4563342622885631,3,0.0471167857614123,0.19605594151978536,262
76,0 days 00:00:01.501552,0.02419666078127048,0.06393888452873935,3,0.020942152660928835,0.019390902920393457,930
77,0 days 00:00:00.425903,0.010398953091438285,0.15215943057256606,2,0.6706903057787749,0.04410585343283031,283
78,0 days 00:00:01.024552,0.4213321712481448,0.0565450673822031,4,0.09742015486085014,0.013617964569705729,374
79,0 days 00:00:01.663037,0.022119953873810307,0.0808192947971445,3,3.927159634407453,0.20103233281326985,912
80,0 days 00:00:00.748687,0.015404058326916157,0.027323439414397042,2,9.268467577947451,0.11800747671694013,420
81,0 days 00:00:00.617817,0.13453485102909601,0.0183281441451621,2,0.17720344125605725,0.18477507448526964,316
82,0 days 00:00:01.215399,0.13521281239329774,0.014347633303017788,2,9.178587166624995,0.117488522539626,694
83,0 days 00:00:01.788743,0.01895793114550333,0.015690360056261468,5,0.4009691415412953,0.029632758796854265,831
84,0 days 00:00:01.849325,0.04062361332840231,0.059398128912798276,5,0.04498682636439405,0.007661968967162141,779
85,0 days 00:00:01.763399,0.3371070056096203,0.2446137301896344,5,1.141370437062362,0.08579182325210041,993
86,0 days 00:00:00.925858,0.006536162020491693,0.17476101050319937,2,0.31131264667914726,0.24650306991707413,517
87,0 days 00:00:01.620147,0.09048798605893096,0.05363425223831474,2,0.05875314972980963,0.04659742570837849,977
88,0 days 00:00:00.412679,0.19474917598747254,0.14828635781455285,4,0.1115922817015582,0.40400093317719554,226
89,0 days 00:00:01.208332,0.00609170646572485,0.09234382868742637,6,0.0022838762776804205,0.008556584379091696,228
90,0 days 00:00:00.858693,0.36331298365660303,0.31861694322508394,6,77.72524654615098,0.040242148895009315,484
91,0 days 00:00:00.698458,0.10069217540409699,0.022598996693645748,4,0.012662745870577422,0.3590653928123348,330
92,0 days 00:00:00.947707,0.03988048237469805,0.04047541097058251,5,0.08125880183576396,0.0332896207123592,344
93,0 days 00:00:00.769571,0.051941292748327796,0.21567719642940564,6,1.9187813939688063,0.033865689278288626,365
94,0 days 00:00:00.395385,0.02523254850137253,0.07125114239031818,4,3.623231325420521,0.3967912380777881,217
95,0 days 00:00:00.767605,0.4025720261787934,0.15079660459338803,6,0.08795350361916662,0.11114424279317778,508
96,0 days 00:00:00.589413,0.006482060461339513,0.017003490339310045,2,0.35914472997422586,0.013158659870735756,379
97,0 days 00:00:00.573600,0.042972153602430584,0.05470190050212883,6,5.355729948278643,0.07075599257006505,353
98,0 days 00:00:00.377178,0.009980508899851021,0.3933458169035466,6,2.5928461945693777,0.013258146086667387,208
99,0 days 00:00:00.683776,0.4619305678692837,0.1796898716245314,6,0.006170191853248296,0.07505395084881074,583
