number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_lambda
249,0 days 00:00:48.542142,0.004396648487418726,3,4.939922939264345,5000,21,0.18204432353833092
250,0 days 00:00:17.806568,0.013167363757849354,10,1.9774832073769806,5000,10,0.07490391753393953
251,0 days 00:00:45.757938,0.0028342899381193017,12,0.18228497275710515,5000,31,0.6354338242846852
252,0 days 00:02:06.310322,0.0014734667611036427,3,0.001166486940384246,5000,32,0.0012971295487521845
253,0 days 00:00:06.288639,0.026285504564399285,14,7.234572481206352,5000,34,0.6794426077909806
254,0 days 00:02:12.760900,0.0010642399795871328,12,0.11659714854982393,5000,12,0.0021311171658562997
255,0 days 00:02:36.869468,0.0013699248958137919,15,34.31585862231445,5000,62,673.6974620732941
256,0 days 00:00:38.666114,0.008348221778086742,19,0.06606288526958733,5000,12,599.3665997653023
257,0 days 00:00:39.936570,0.00394008833214485,18,0.05352590449578283,5000,10,0.8104567565065612
258,0 days 00:00:04.575733,0.03782421561883356,11,3.4216527366599574,5000,52,0.3415300625257072
259,0 days 00:00:06.073995,0.07348248323579815,2,0.012606240999547684,5000,28,0.0022694784034705618
260,0 days 00:00:13.655917,0.009739872960929687,9,6.07707240379826,5000,67,4.930379882994327
261,0 days 00:00:52.250843,0.0024947192741990656,16,0.46226231506040394,5000,28,9.935520030722582
262,0 days 00:02:00.330298,0.0012307698900722766,2,0.01312428659122005,5000,21,20.555605072277032
263,0 days 00:01:18.133196,0.001623028453615201,17,0.48246920081142947,5000,48,0.014198435974639328
264,0 days 00:00:55.430250,0.004806287059818448,4,0.024688452781535947,5000,24,138.55794448006606
265,0 days 00:02:03.642265,0.00276908936291891,17,593.8530364987084,5000,25,57.41883728465416
266,0 days 00:01:58.233176,0.001361824217132023,2,1.7076621842330177,5000,46,66.94407156488582
267,0 days 00:00:14.549790,0.011234369117251099,12,0.0026424196417903167,5000,27,0.003480984315286442
268,0 days 00:00:04.136852,0.06211155854935563,10,9.606409925941437,5000,60,3.685684158332359
269,0 days 00:00:10.655978,0.034828683500760536,6,0.004366132218751886,5000,42,167.74440913186467
270,0 days 00:00:09.114048,0.08620655431820105,9,720.5181046555872,5000,11,0.3395664133371092
271,0 days 00:02:13.463396,0.001917623481921732,4,0.13332288056999375,5000,64,257.1605930596998
272,0 days 00:02:05.490692,0.0010987259801146865,18,1.2112568366717116,5000,44,0.11111552450393265
273,0 days 00:00:27.552277,0.005660718061647178,10,30.706810186835025,5000,15,2.2495574627001957
274,0 days 00:00:02.485405,0.08773329032016704,14,17.26115074493486,5000,12,0.02462461028215421
275,0 days 00:01:38.446935,0.0011897244678764532,11,26.38221266849982,5000,31,0.0012592371038987026
276,0 days 00:00:05.467672,0.03427902363920346,6,38.95050509667559,5000,10,5.933449280803615
277,0 days 00:00:01.921513,0.15747343185721677,14,0.020952857022679423,5000,12,19.890587503756713
278,0 days 00:00:03.298150,0.18246123962169067,2,13.412689501003168,5000,28,0.005099497146544513
279,0 days 00:00:30.418791,0.006740308181850262,4,532.0742931044654,5000,37,0.07942747075086891
280,0 days 00:00:03.811357,0.050140571789833784,4,4.112601836994674,5000,42,0.012346028753705472
281,0 days 00:00:01.847446,0.17977839954451943,15,9.94528360338365,5000,99,1.654179114200652
282,0 days 00:00:50.845617,0.002503908387471306,5,79.48447985170696,5000,83,0.001935990138715143
283,0 days 00:01:21.181553,0.004605522997309316,17,0.28092674064925405,5000,31,806.6310688889249
284,0 days 00:00:28.613010,0.014398152610506558,8,0.002241817104604984,5000,21,699.8794864695349
285,0 days 00:00:30.061505,0.005839427747011207,13,1.5931413096246603,5000,12,11.236417488735471
286,0 days 00:01:41.415302,0.0012880954593961706,11,0.03074008808323581,5000,39,3.2612346493521613
287,0 days 00:00:02.299470,0.10346106458119031,8,0.4730787969722512,5000,30,0.3601006968755695
288,0 days 00:00:04.492398,0.03989324647538592,6,15.187042569969012,5000,20,0.014245828019986865
289,0 days 00:00:08.026969,0.017946361953103188,5,0.003080339978648359,5000,14,0.0033431297768795835
290,0 days 00:00:06.503366,0.025140841611457826,14,0.017965953350069386,5000,17,0.0064344731990689475
291,0 days 00:00:11.556175,0.013861014439226754,4,42.84966174748793,5000,37,1.1310713439064632
292,0 days 00:00:36.645371,0.0037638454101260894,10,0.012018325593017685,5000,86,1.410986086602957
293,0 days 00:00:58.279133,0.004479909656204171,15,53.92698512440922,5000,92,94.14999827132591
294,0 days 00:01:25.699627,0.0030150881942247257,2,5.370829402530281,5000,24,0.019425253749908878
295,0 days 00:00:07.260179,0.038232780413089876,15,0.7360401336378053,5000,97,0.132605662519493
296,0 days 00:00:27.743669,0.007028503569934392,3,126.52698753659841,5000,27,0.03102883774008582
297,0 days 00:00:31.790618,0.005567759779096907,16,0.1165323654005155,5000,31,1.1215617697561096
298,0 days 00:01:39.498106,0.0034219803392909025,9,0.0021101174278570275,5000,45,312.3492745147135
299,0 days 00:00:06.051689,0.029719275736385185,6,34.16137776235029,5000,15,37.15780701007173
300,0 days 00:00:12.324548,0.015033646817245712,17,0.1252075186470378,5000,17,0.05187271960383189
301,0 days 00:01:44.838771,0.001289440186806626,7,82.65632449816137,5000,31,2.6399102431174644
302,0 days 00:01:44.487374,0.0023535751916231445,18,0.09370452906285749,5000,59,33.81052323066983
303,0 days 00:00:04.645456,0.07451446532798905,3,0.005338670995339005,5000,22,49.75957603556979
304,0 days 00:00:35.834795,0.003986820610982727,14,2.0004621240804803,5000,16,2.2396796423601737
305,0 days 00:00:13.230265,0.017471779682675284,8,0.025314915807719662,5000,80,14.287059866154808
306,0 days 00:02:26.615638,0.001221675118912718,17,0.5521286815461579,5000,55,0.011477819680831034
307,0 days 00:00:49.949159,0.0024441975559641987,13,32.760229299756645,5000,36,0.045643530919222505
308,0 days 00:00:06.247625,0.031788180065354076,9,0.030222202520587316,5000,13,0.01922468063744038
309,0 days 00:00:04.530588,0.09322457304560408,16,20.903362070147917,5000,78,21.777948287262948
310,0 days 00:00:30.655448,0.0068472799670186895,17,12.545776576565343,5000,68,16.85464942542826
311,0 days 00:00:02.944651,0.09214732914399265,8,1.7267390060718673,5000,10,0.0027378111859183317
312,0 days 00:00:10.974284,0.013744056752104926,6,117.42970757075632,5000,62,0.020797476968054077
313,0 days 00:00:37.369499,0.0037452328768398857,17,0.14685086235113293,5000,14,0.03442427150895879
314,0 days 00:00:05.058483,0.04924817842013895,15,4.958401457798251,5000,56,0.5962666792195874
315,0 days 00:02:43.086088,0.0012780445489394764,15,0.05889259069520852,5000,44,70.32898801803249
316,0 days 00:00:02.328545,0.0802488138035847,4,129.24145484697996,5000,94,65.3424190145517
317,0 days 00:00:01.725475,0.12543985589933845,19,1.495256665931081,5000,17,0.04828262976098336
318,0 days 00:00:18.003061,0.014146440716545963,12,543.7660413099269,5000,91,0.07793219004738196
319,0 days 00:00:08.690574,0.05796852952185581,2,18.268350745210896,5000,15,293.9952492282221
320,0 days 00:02:36.240972,0.0010568745362442792,16,0.004793776478171545,5000,20,58.9468745882547
321,0 days 00:00:16.017595,0.012525302678134223,9,148.3412490705635,5000,60,0.010739314997502629
322,0 days 00:00:01.862418,0.11900296139514623,8,0.29035089734848063,5000,21,0.6475457365064353
323,0 days 00:00:22.970915,0.0084464916634289,12,22.090429956062557,5000,62,0.01746981732510725
324,0 days 00:00:02.476715,0.12779628845550015,19,523.4593277791763,5000,27,0.002570098625642299
325,0 days 00:00:19.386367,0.013424943260873647,7,0.010230087213083149,5000,61,48.245398474180185
326,0 days 00:00:21.048405,0.006609651770118841,15,0.964925918132747,5000,48,8.02621045182246
327,0 days 00:00:58.923230,0.0029599194257563036,14,17.27898935748164,5000,13,1.5422880842167643
328,0 days 00:02:16.200420,0.0010224508538410379,7,1.318555453962418,5000,30,5.569260944796711
329,0 days 00:00:51.120155,0.002936033281138346,14,66.67711744771886,5000,65,8.284696436916478
330,0 days 00:00:11.907244,0.031176009335640454,13,0.04243148797653129,5000,67,91.52669727792338
331,0 days 00:00:40.525150,0.00710035569165187,12,0.036918252228839224,5000,84,77.66658461002056
332,0 days 00:00:02.387273,0.11112641381564944,19,0.03839079269017727,5000,17,5.8813580863643695
333,0 days 00:00:11.812730,0.019411320725425445,18,2.2648657380012787,5000,12,5.131251768068431
334,0 days 00:01:03.221846,0.001779586116744305,18,159.99225374447784,5000,34,2.3769798753377858
335,0 days 00:00:42.141167,0.004593701857129324,3,181.45856218614173,5000,71,0.8255983578560043
336,0 days 00:00:16.160628,0.01046124948852563,14,0.012344404313380549,5000,20,0.009692521382809011
337,0 days 00:00:14.343048,0.013584962174554344,4,2.684964177035955,5000,12,0.1419309344613592
338,0 days 00:00:58.607750,0.002447530846411652,4,0.0018251284576269674,5000,11,0.002558378857242138
339,0 days 00:00:02.439836,0.10631975393383623,9,0.012595719274467935,5000,35,0.014018126989395134
340,0 days 00:00:32.135689,0.004474728025290582,10,0.012379463559026298,5000,41,0.016880269614580178
341,0 days 00:00:07.622832,0.029437533476333412,6,0.0014688256123740564,5000,10,6.6041260118713145
342,0 days 00:01:53.443405,0.0021666157183617253,7,0.012567857737378426,5000,87,60.62218793331247
343,0 days 00:00:32.823287,0.005284140005978458,16,0.015303006677538186,5000,31,0.0010125548728324848
344,0 days 00:00:07.446520,0.05057732922873455,8,29.2408895859531,5000,18,250.20169168323613
345,0 days 00:01:52.371986,0.005516694722973927,2,5.561987019755159,5000,34,260.5134564108496
346,0 days 00:00:45.768363,0.004286512477621837,4,0.043464604582598904,5000,10,7.872065242411166
347,0 days 00:01:16.141672,0.0016727025577235421,16,0.006080170729924048,5000,29,0.011341381816886278
348,0 days 00:00:19.344675,0.008166561774155269,8,0.01132114700910216,5000,14,0.001448670478627652
349,0 days 00:00:24.645913,0.004632938858203499,8,0.01258612834772094,5000,62,0.0022612101169649907
350,0 days 00:00:29.991071,0.005838900847445239,3,0.020978790371719604,5000,89,0.007994144663207706
351,0 days 00:00:05.645596,0.09354860938170251,9,0.7810559137151254,5000,13,330.816362290122
352,0 days 00:00:18.517577,0.00888514318217404,15,0.043110517006485126,5000,84,0.09902562500805162
353,0 days 00:01:38.538946,0.0011053974042855262,15,0.00751453868835764,5000,19,0.023428236242133523
354,0 days 00:01:53.538770,0.001308013452854473,4,0.30107339131556843,5000,34,0.03152513230342861
355,0 days 00:00:04.016259,0.08073400602037338,16,0.1406643668454948,5000,10,109.64772349730676
356,0 days 00:02:03.774401,0.0011050732211250035,3,0.17699716220679412,5000,52,558.6712216697148
357,0 days 00:02:03.235827,0.0016726658471981311,3,30.99372234849621,5000,14,700.7721894620925
358,0 days 00:00:46.204685,0.003013310432766646,15,22.87786598642438,5000,51,0.06274859360082645
359,0 days 00:00:09.481343,0.019775618686825293,19,0.003352993019881404,5000,41,6.115471646740024
360,0 days 00:00:18.985310,0.01031708155581396,17,0.6986712374807788,5000,62,0.004344746255045675
361,0 days 00:00:38.514836,0.020003430162935317,15,938.6289071955841,5000,12,75.73862071022646
362,0 days 00:00:18.660591,0.01371223993733087,3,302.059076958739,5000,61,0.32521703504836685
363,0 days 00:00:25.239221,0.005410767004030828,19,0.002549842115945777,5000,29,12.06210189887581
364,0 days 00:00:02.519449,0.09489555891710495,7,92.53812178414655,5000,12,1.8631338802333943
365,0 days 00:02:02.675724,0.001266272743949737,15,673.5315402559405,5000,43,451.40317974459094
366,0 days 00:00:01.670954,0.18402812487065115,7,0.002959877334816445,5000,12,0.11630071196221722
367,0 days 00:00:08.580100,0.04394122899860989,19,454.94287070424576,5000,52,0.0461824950451144
368,0 days 00:01:20.320844,0.00463015819449072,10,0.09882729634519284,5000,15,356.5907340959647
369,0 days 00:00:10.335012,0.01677715273550017,14,0.024350319209648984,5000,26,16.752746384748487
370,0 days 00:00:02.783239,0.15250008708832388,11,0.002408221092124236,5000,24,273.95929120098464
371,0 days 00:00:11.818509,0.03237045569924812,16,0.17339928339754856,5000,16,579.0963891515348
372,0 days 00:00:03.229575,0.0589743021084024,17,0.00309247732483901,5000,15,0.006269542434581154
373,0 days 00:01:46.792981,0.0019231691475309304,17,5.876872837604305,5000,24,231.88583358260186
374,0 days 00:00:02.860604,0.13022754272023554,3,0.001319075793913391,5000,13,11.396479330116867
375,0 days 00:00:10.025733,0.03460659751818286,2,0.06677180551247275,5000,55,1.5078103892333683
376,0 days 00:00:18.495881,0.037639738963287,18,0.014978913172206424,5000,32,801.4801751506017
377,0 days 00:00:53.457596,0.0027921323035609413,8,0.009610363320610172,5000,40,3.7418557484823745
378,0 days 00:00:28.479761,0.005117129896834605,19,8.382602265866248,5000,18,4.164531751149725
379,0 days 00:00:29.075451,0.0054762860845239915,10,107.60699206386433,5000,11,3.737388482200533
380,0 days 00:00:21.584144,0.006734872095485586,12,4.678904620364418,5000,30,9.546091066362866
381,0 days 00:00:02.302044,0.11578412702197298,16,6.228537607201388,5000,31,0.03336897678675551
382,0 days 00:01:11.538092,0.004401908294657612,2,0.0026454887609455185,5000,25,0.9252017206820432
383,0 days 00:00:54.767638,0.002162159116340212,15,0.3121954853281428,5000,82,0.0016665063599919042
384,0 days 00:01:13.457592,0.00337157165289724,4,5.436771902473914,5000,85,118.69973001919347
385,0 days 00:00:29.552324,0.004878607588915,5,0.43707696291754533,5000,36,0.6519872793612549
386,0 days 00:00:38.637797,0.005914872330789917,15,125.11343256335464,5000,17,332.51810166097675
387,0 days 00:00:39.428393,0.028592611164254808,7,689.7044263537115,5000,11,471.0254444187256
388,0 days 00:00:20.935018,0.010786072842977617,16,480.2851393218763,5000,72,6.975050089646432
389,0 days 00:00:27.427981,0.03223840573816937,4,629.9028862990344,5000,14,0.012498331412758369
390,0 days 00:00:55.587439,0.0022516921667354102,9,0.023592381007420497,5000,80,0.0015735103549237757
391,0 days 00:00:14.253160,0.027482222234981347,17,0.0011880223460359605,5000,19,226.50332762181583
392,0 days 00:00:47.975937,0.002182338491459197,10,44.86646229385115,5000,16,1.4419785090500594
393,0 days 00:00:01.741990,0.17564006852121658,6,14.066662417839057,5000,43,0.02148276294575636
394,0 days 00:00:01.502360,0.18797141996165317,15,0.026690673755016433,5000,19,1.5356177077840016
395,0 days 00:00:12.147531,0.015058991998425066,5,209.66980479206163,5000,27,0.005170948208515182
396,0 days 00:00:03.655787,0.04620642332192573,5,0.14081553652564766,5000,13,0.002232133672777216
397,0 days 00:00:58.182550,0.0027500786146948527,14,1.576294808772235,5000,85,0.1701553902711971
398,0 days 00:00:10.876597,0.01475359477714991,11,65.99225769478515,5000,50,0.028257885376018366
399,0 days 00:02:16.395920,0.0011461383585820355,17,0.33933584319270393,5000,45,0.00202566286062061
400,0 days 00:04:11.362722,0.0015811658749211037,9,0.002732642749332103,5000,98,888.8377220554391
401,0 days 00:00:12.162366,0.015199147495299362,4,10.783788448901783,5000,62,0.5444323436933759
402,0 days 00:00:12.174028,0.023744821817834414,2,7.3156156413850635,5000,40,1.2771313594850107
403,0 days 00:00:01.939177,0.15187068758789446,4,0.001051596492934004,5000,12,0.0017971542151290405
404,0 days 00:00:27.685162,0.007914599099805871,13,0.03457485561977789,5000,90,14.630668360988258
405,0 days 00:00:09.401980,0.015372093874224823,15,0.10671292226468271,5000,29,0.15197810140447773
406,0 days 00:00:09.909092,0.01859032187862077,10,0.005114670296408476,5000,72,0.011135901636156239
407,0 days 00:01:33.376217,0.0018282146180246808,13,0.0017200717310621378,5000,39,0.05270459920545157
408,0 days 00:01:58.512811,0.0013465387069569207,13,0.05985794631280539,5000,21,0.207430035199844
409,0 days 00:00:40.258097,0.003333583205054848,13,242.83398477479673,5000,41,5.8958349833349475
410,0 days 00:00:06.288749,0.026149602712890754,7,0.007779943132530299,5000,27,0.09434127062344064
411,0 days 00:00:04.291166,0.09883924832393878,4,0.00685998301611833,5000,49,304.20295683695065
412,0 days 00:00:09.204411,0.030313748148320052,10,3.220396794117499,5000,64,30.187269235908502
413,0 days 00:00:07.554951,0.05989048658503778,9,0.036614500044388945,5000,30,520.1620823408025
414,0 days 00:00:31.521773,0.0035124595073773024,13,14.877157607730188,5000,14,0.2230765143541251
415,0 days 00:00:08.859130,0.024960557196671423,14,0.00463048874465711,5000,56,14.486914617474156
416,0 days 00:00:07.209247,0.04984313708718783,6,14.630139831527803,5000,12,123.09241901709822
417,0 days 00:00:30.248830,0.004660583594408816,15,0.4602413133491967,5000,48,14.1315457493472
418,0 days 00:00:11.596196,0.049680732636580696,2,0.0036784078720585116,5000,52,96.31586528799637
419,0 days 00:00:02.092207,0.13196103059143938,3,4.712393723218306,5000,15,0.03733033449837387
420,0 days 00:01:52.449587,0.0013232356872486335,16,691.2483295997363,5000,14,517.7784474349029
421,0 days 00:00:01.880547,0.15169185136370966,9,2.0512357431580392,5000,15,0.07731403124572256
422,0 days 00:00:26.048480,0.008875426937529135,8,0.19466774919489785,5000,61,37.36569065123434
423,0 days 00:00:16.079359,0.017841795620455316,11,88.19634059298204,5000,81,146.76952318420757
424,0 days 00:00:02.632933,0.08941463522045805,3,3.0810312645722164,5000,34,0.16542519683018925
425,0 days 00:00:07.595694,0.0412640405648254,10,25.084867093296435,5000,87,65.96243036250091
426,0 days 00:00:09.927559,0.020086886278536123,18,204.1334211952255,5000,11,27.09365362805436
427,0 days 00:01:24.018091,0.001798546649353643,19,94.95704513243837,5000,30,2.04405460005876
428,0 days 00:00:16.293242,0.01449021647652595,13,2.6601376675659836,5000,76,3.148165731116085
429,0 days 00:00:04.888577,0.051458803158156055,4,0.019469919535343095,5000,46,3.0964246584051414
430,0 days 00:00:10.026352,0.017851188841362938,4,0.8782470182542167,5000,74,2.92409297163782
431,0 days 00:00:03.787879,0.13083544098971617,19,72.28910476877613,5000,51,245.41764991930435
432,0 days 00:00:05.078708,0.03987496458054053,12,0.07506092148950753,5000,76,0.002910171536928132
433,0 days 00:00:05.281258,0.1456084030436123,3,721.2408709032063,5000,87,4.573219388419316
434,0 days 00:00:05.829415,0.026345192244006617,8,0.1146600033787995,5000,26,13.94112526280602
435,0 days 00:00:28.714709,0.006097232866003341,13,0.0012226313532169312,5000,23,0.0036730478399596075
436,0 days 00:00:02.981538,0.16578326968069954,9,299.541635664643,5000,22,6.660779705518081
437,0 days 00:02:03.620399,0.001103530009495805,3,17.850956292855464,5000,16,536.9761056739528
438,0 days 00:00:47.180436,0.0029652828921815097,10,0.2511748562310546,5000,15,1.3462467298540053
439,0 days 00:00:05.961709,0.1059660226309052,7,3.325066730514808,5000,89,211.68902592819578
440,0 days 00:00:31.886169,0.004487406762927323,10,0.06299318382759335,5000,22,2.662184932142728
441,0 days 00:00:35.457867,0.005858059640577848,19,99.53544242836301,5000,17,27.751812713812722
442,0 days 00:00:24.561620,0.006398838233813317,5,0.26182291699374793,5000,28,0.014980794962806241
443,0 days 00:00:06.752320,0.03095105626005461,12,9.833598115686884,5000,39,0.12837315661876608
444,0 days 00:00:05.201838,0.06711256167593935,9,26.88336897139528,5000,14,139.6980099807315
445,0 days 00:01:29.912387,0.0045863726652656065,2,0.03469965017535867,5000,11,40.000817033937665
446,0 days 00:00:54.744701,0.0026800150777619883,15,0.00479571750096912,5000,14,1.6736678729673466
447,0 days 00:00:27.468371,0.004897160111848601,9,4.599533015306551,5000,73,5.369598114796578
448,0 days 00:00:11.314721,0.014738312094326769,18,4.177342724078237,5000,66,0.02503835406726947
449,0 days 00:00:06.858802,0.022351277652526955,8,29.87727954563175,5000,86,0.17235746664684531
450,0 days 00:00:38.590341,0.009465101494602328,2,0.0013195578603362429,5000,14,5.704223701043965
451,0 days 00:00:45.233577,0.00506940749435637,9,7.7104556565929085,5000,21,386.9976671191292
452,0 days 00:00:01.985902,0.14093826986726316,4,0.002550891418678166,5000,46,0.024177655165389896
453,0 days 00:00:12.461470,0.034695512222958705,7,382.57958593660476,5000,92,96.06177057502188
454,0 days 00:00:46.807298,0.007318942106970959,2,171.51389617833658,5000,31,0.08138094111559202
455,0 days 00:00:06.145097,0.05947254566127622,15,329.3275938594765,5000,61,0.7248942816557752
456,0 days 00:01:46.390003,0.0038998266174698954,19,0.1253399291573559,5000,27,814.6333464896818
457,0 days 00:00:28.646424,0.009782836328080526,9,48.71662910672358,5000,57,141.1112594385703
458,0 days 00:00:55.492599,0.0037656799125406993,6,2.8500592276443686,5000,10,3.6517931658110654
459,0 days 00:02:15.839346,0.0011249283300523462,5,0.002825367860409916,5000,33,6.071680912218531
460,0 days 00:00:04.065923,0.035719983748628885,7,85.39049472433685,5000,14,0.014758097087072168
461,0 days 00:01:14.247390,0.002640934105929702,3,242.02013149558397,5000,49,3.923337614943498
462,0 days 00:00:01.823320,0.17197907460531242,13,0.08324332736330775,5000,46,0.14697149118107253
463,0 days 00:00:03.432573,0.051880978469095874,7,48.21801377274231,5000,63,0.00470554257339974
464,0 days 00:00:03.952458,0.062080377174753856,17,31.631422846124295,5000,20,0.2835054556322656
465,0 days 00:00:04.718353,0.05523209938379944,10,0.23729107343783196,5000,11,0.005422113996529287
466,0 days 00:00:13.813857,0.013372010882656162,18,6.945569114925977,5000,67,1.2788077388296768
467,0 days 00:01:20.270463,0.0017074987850233861,7,0.020406995781492854,5000,23,0.008126224112607423
468,0 days 00:00:04.379640,0.1863421381828003,8,4.259101458598193,5000,35,717.9229632539653
469,0 days 00:00:03.085797,0.08455562406034318,13,0.017978779658748247,5000,23,18.381999846432286
470,0 days 00:01:15.735579,0.005026460937676642,10,30.853020935557463,5000,15,699.6452860938471
471,0 days 00:00:03.450034,0.06376366711422289,5,0.050563871089591025,5000,34,0.783126551535195
472,0 days 00:00:04.773940,0.03499076883755011,13,51.67514862692153,5000,38,0.060076405199490715
473,0 days 00:00:31.652788,0.004180461902263068,13,0.03460410423021802,5000,52,0.015972224041696327
474,0 days 00:00:06.056724,0.036132165981785515,4,65.38431243306927,5000,24,0.2310691339441612
475,0 days 00:02:40.005816,0.0010024737560211285,19,0.005338522149059214,5000,23,98.39479817716204
476,0 days 00:00:38.027479,0.0052281593297187024,3,42.62204520403262,5000,76,2.901224236484139
477,0 days 00:00:28.906650,0.011902152416145357,4,0.002000998403967629,5000,20,199.2437893592703
478,0 days 00:00:32.773756,0.007616148005835392,6,0.14733315731215244,5000,40,80.98149962571465
479,0 days 00:00:09.420429,0.01850014721540529,14,0.0012332200710035008,5000,42,0.41482677691866443
480,0 days 00:00:13.687091,0.030677673743138834,7,224.5247719940462,5000,59,648.5855990033665
481,0 days 00:00:02.717963,0.19040720521869542,14,32.2914085764084,5000,91,225.40034722770596
482,0 days 00:00:09.469116,0.01712438046824418,10,0.0425440655773248,5000,93,0.049396340703454264
483,0 days 00:00:10.041487,0.020604811595070337,13,0.020740644099743053,5000,90,2.8967049151509525
484,0 days 00:00:45.988919,0.0033735827932158324,17,0.2266363888711106,5000,90,0.006978990796913967
485,0 days 00:00:07.501937,0.028183555689851293,12,0.20149232872124115,5000,31,2.4000129841401656
486,0 days 00:01:15.194411,0.0028201266018999475,10,0.0016364861192363935,5000,22,234.65339823665792
487,0 days 00:00:04.193341,0.04445120875943992,15,39.09355452802994,5000,10,3.619699244107865
488,0 days 00:01:05.078449,0.002996346941984864,3,0.05094754244902969,5000,52,1.2891364683746422
489,0 days 00:00:10.575474,0.01497598726703392,8,3.4819881001632456,5000,59,0.0030402807543093656
490,0 days 00:00:02.750074,0.08484903323946516,7,48.1439151692295,5000,27,26.5502786692513
491,0 days 00:00:13.087447,0.013332223474411329,15,0.05098316893062742,5000,72,0.010383778319850434
492,0 days 00:02:02.115008,0.0013305932233749543,3,0.025505141903279346,5000,63,72.81610339760904
493,0 days 00:00:04.603121,0.05658578938361888,14,0.1592694995111266,5000,21,68.23078853797114
494,0 days 00:00:09.563079,0.029503131242338245,7,0.8835187878199585,5000,43,95.18162309294391
495,0 days 00:02:02.609391,0.001525261217684706,3,116.20624462071011,5000,63,0.13583771967038
496,0 days 00:00:03.740352,0.0618362745428181,8,0.2928685636720214,5000,76,0.017980159468948185
497,0 days 00:00:02.061351,0.1664233092498494,8,5.518421733300678,5000,10,9.109737654769756
498,0 days 00:00:55.994536,0.0028805770222811067,14,2.5400265217199274,5000,36,0.2091870756257224
